"Substrate","ChEBI","TCNumber","InChI"
"lysine","CHEBI:25094","2.A.1.3.27","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.1.24.2","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","3.A.1.3.27","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.2.6","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","3.A.1.3.17","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.1.18","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.43.2.1","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.10.21","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.29.8.13","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.1.48.2","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","3.A.1.3.20","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","3.A.1.3.12","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.75.1.1","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","3.A.1.3.1","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.18.2.2","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.10.20","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.8.3","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.1.2","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.29.19.1","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.1.48.1","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.3.1","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.29.9.1","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","3.A.1.3.23","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.18.2.9","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.10.15","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.124.1.8","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.35.2.2","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.10.10","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.2.4","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.3.2","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.3.3.5","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.18.2.6","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","2.A.18.2.8","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","1.B.25.1.1","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysine","CHEBI:25094","3.A.1.3.29","InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)"
"lysophosphatidylcholine","CHEBI:60479","2.A.2.3.8","InChI=1S/C10H22NO7P/c1-9(12)16-7-10(13)8-18-19(14,15)17-6-5-11(2,3)4/h10,13H,5-8H2,1-4H3/t10-/m1/s1"
"M-factor","CHEBI:64120","3.A.1.206.2","InChI=1S/C67H102N10O13S2/c1-41(2)16-12-17-43(5)18-13-19-44(6)31-37-92-40-54(67(89)90-8)73-60(82)52(32-36-91-9)70-62(84)53(39-47-25-29-49(80)30-26-47)72-64(86)56-22-14-34-76(56)65(87)57(42(3)4)74-61(83)51(20-10-11-33-68)71-63(85)55-21-15-35-77(55)66(88)58(45(7)78)75-59(81)50(69)38-46-23-27-48(79)28-24-46/h16,18,23-31,42,45,50-58,78-80H,10-15,17,19-22,32-40,68-69H2,1-9H3,(H,70,84)(H,71,85)(H,72,86)(H,73,82)(H,74,83)(H,75,81)/b43-18+,44-31+/t45-,50+,51+,52+,53+,54+,55+,56+,57+,58+/m1/s1"
"m-xylene","CHEBI:10590","2.A.6.2.11","InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3"
"m-xylene","CHEBI:10590","2.A.6.2.9","InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3"
"m-xylene","CHEBI:10590","1.B.9.2.1","InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3"
"magnesium(2+)","CHEBI:18420","2.A.29.18.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:18420","1.A.35.3.7","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:18420","1.A.112.2.10","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:18420","1.C.126.1.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:18420","9.A.49.1.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:18420","9.A.40.1.5","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.1.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.7.25.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.112.2.7","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.5.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.2.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.37.2.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.1.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.H.1.1.15","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.38.3.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.2.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.76.1.7","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.3.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.5.5.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.3.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","3.A.3.4.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.11.1.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.4.5.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.2.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.37.3.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.29.23.8","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.2.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.3.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.A.40.3.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.7.25.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.5.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.1.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","3.A.3.3.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.7.29.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.14.3.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.5.5","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.3.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.20.3.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","3.A.3.4.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.5.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.7.25.9","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.5.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.2.8","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.B.94.1.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.1.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.2.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.67.1.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","3.A.3.10.20","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.4.5.8","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.29.23.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.3.8","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.5","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.29.8.15","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.20.1.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.76.1.14","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.9","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.A.40.3.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.67.1.7","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","3.A.3.4.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.3.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.7.35.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.1.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.A.40.3.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.20.2.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.7.25.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.1.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.1.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.67.1.8","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.H.1.1.5","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.2.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.2.16","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.20.1.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","3.A.3.4.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.76.1.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.19.6.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","3.A.3.2.43","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.76.1.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.105.1.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.26.2.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.112.1.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.3.5","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.29.23.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.19.9.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.10","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","3.A.3.4.5","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.20.1.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.5.7","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.76.1.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.2.17","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.1.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.112.2.8","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.7.25.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.1.13.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.19.2.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.112.2.4","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.8","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.40.6.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.19.9.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.67.1.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","9.B.20.1.3","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","2.A.97.1.1","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.35.5.2","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.6","InChI=1S/Mg/q+2"
"magnesium(2+)","CHEBI:6635","1.A.77.1.7","InChI=1S/Mg/q+2"
"malachite green cation","CHEBI:44107","2.A.1.3.14","InChI=1S/C23H25N2/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4/h5-17H,1-4H3/q+1"
"malachite green cation","CHEBI:44107","2.A.1.3.34","InChI=1S/C23H25N2/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4/h5-17H,1-4H3/q+1"
"malate(2-)","CHEBI:15595","2.A.47.5.2","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.3.8","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.7.2","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.3","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.16.2.1","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.9","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.47.1.8","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.3.3","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.2","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.24.1","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.23.1.9","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.24.2.3","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.69.3.2","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.11","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.47.1.6","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.79.2.1","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.23.1.3","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.13","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.85.2.6","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.47.1.13","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.85.2.5","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.6","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.47.1.18","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.1.36.6","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.23.1.10","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.56.1.1","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.13.1.2","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.1.12.3","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.16.2.2","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.16.2.3","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.69.4.5","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.1","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.7.1","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.35.1.2","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","3.A.1.201.33","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.47.1.11","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.24.2.2","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.8","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.23.1.6","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.47.1.12","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.5","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.2.7","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"malate(2-)","CHEBI:15595","2.A.29.24.4","InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2"
"maleate(2-)","CHEBI:30780","2.A.29.2.6","InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1-"
"maleate(2-)","CHEBI:30780","2.A.47.1.8","InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1-"
"maltitol","CHEBI:68428","4.A.1.1.10","InChI=1S/C12H24O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h4-21H,1-3H2/t4-,5+,6+,7+,8+,9-,10+,11+,12+/m0/s1"
"maltooligosaccharide","CHEBI:17593","1.B.3.1.4","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","1.B.38.4.1","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","1.B.64.1.1","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","1.B.3.1.2","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
"maltooligosaccharide","CHEBI:17593","3.A.1.1.1","InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1"
